filename string,AOA numeric,CONC numeric,FAM numeric,IMAG numeric,MEANC numeric,MEANP numeric,NLET numeric,NPHON numeric,NSYL numeric,WC numeric,WPS numeric,Qmarks numeric,Unique numeric,Dic numeric,Sixltr numeric,Abbreviations numeric,Emoticons numeric,Pronoun numeric,I numeric,We numeric,Self numeric,You numeric,Other numeric,Negate numeric,Assent numeric,Article numeric,Preps numeric,Number numeric,Affect numeric,Posemo numeric,Posfeel numeric,Optim numeric,Negemo numeric,Anx numeric,Anger numeric,Sad numeric,Cogmech numeric,Cause numeric,Insight numeric,Discrep numeric,Inhib numeric,Tentat numeric,Certain numeric,Senses numeric,See numeric,Hear numeric,Feel numeric,Social numeric,Comm numeric,Othref numeric,Humans numeric,Time numeric,Past numeric,Present numeric,Future numeric,Space numeric,Up numeric,Down numeric,Incl numeric,Excl numeric,Motion numeric,Achieve numeric,Relig numeric,Sexual numeric,Swear numeric,Nonfl numeric,Fillers numeric,Period numeric,Comma numeric,Colon numeric,SemiC numeric,QMark numeric,Exclam numeric,Dash numeric,Quote numeric,Apostro numeric,Parenth numeric,OtherP numeric,AllPct numeric
2000_950082.txt,0.6522859999999999,-1.5885049999999998,-0.48468,-1.732113,-1.0420770000000001,-1.249506,1.174886,0.194206,0.29320799999999997,-0.863085,-0.177226,0.675395,-0.468894,-1.0785639999999999,-0.039827,0,-0.042769999999999996,-1.254885,-2.673106,1.7458060000000002,-2.350204,1.373866,-0.40910599999999997,2.410803,-0.624052,1.0743969999999998,-2.256442,-0.633703,0.078083,0.42063599999999995,-0.565303,1.181381,-0.326971,-0.9060280000000001,0.27274299999999996,-1.109326,2.089913,0.33675,3.16149,0.537284,-0.173605,-0.499275,1.6583,3.6973769999999995,7.3704339999999995,0.47433400000000003,-0.628977,0.772417,0.798678,1.309791,0.184988,-1.774068,-0.712595,0.958889,0.236112,-0.93879,-1.303404,-0.9542510000000001,-2.211894,2.492925,-1.608701,-1.141267,-0.48016099999999995,-0.745201,-0.546834,-0.280398,-0.086094,0.058569,0.17198,-0.073676,-0.23435999999999998,0.651576,-0.37208,-0.33708499999999997,0.108223,-0.862245,-0.45154399999999995,-0.40877199999999997,-0.31299499999999997
1998_781969.txt,1.213692,-1.281082,0.9482799999999999,-1.0793840000000001,-0.431047,2.439463,0.577782,0.204204,0.42920699999999995,-1.631775,-0.09152,-0.590446,0.982339,-0.38611799999999996,1.4150280000000002,0,-0.042769999999999996,-0.839261,0.019478,-0.7955270000000001,-0.193678,-0.09257,-1.466104,3.14365,-0.624052,0.427005,0.8426,0.6852550000000001,-0.349074,-0.640067,-0.114721,0.49416899999999997,0.20744899999999997,1.425589,-0.225329,-1.109326,-0.042506999999999996,0.153452,0.413613,-0.769354,2.148939,-0.68111,-0.007095999999999999,3.684451,-0.5288470000000001,-0.056276,7.464306,-1.629838,0.59242,-1.4443219999999999,-1.34699,0.911759,-1.255847,0.201879,-0.511202,-0.8881459999999999,0.14342,-0.9542510000000001,-0.06092,0.348175,-0.109202,-0.754753,-0.48016099999999995,-0.745201,-0.546834,-0.280398,-0.086094,-0.497713,-0.353565,-0.073676,2.0969729999999998,-0.607823,-0.37208,-0.33708499999999997,-0.422267,1.069875,-0.45154399999999995,-0.40877199999999997,-0.299969
2000_598326.txt,-0.9171030000000001,-0.519972,0.65841,-0.24954,-1.1118940000000002,0.722274,1.0901239999999999,0.164016,1.361882,0.07600499999999999,-0.165008,-0.590446,0.30493200000000004,-0.232694,1.2931840000000001,0,-0.042769999999999996,0.286254,0.15121400000000002,-0.096713,0.133499,0.841749,-0.303494,-0.352558,-0.624052,0.698462,0.23860900000000002,0.173989,0.10683,0.588374,1.3023069999999999,-1.095675,-0.468045,0.312006,-0.741913,-0.742642,-1.644569,0.498022,-1.203206,-1.5544229999999999,-0.48364799999999997,-1.4491829999999999,0.80175,-1.533755,-0.48849799999999993,-1.5426520000000001,-0.199371,-0.37388699999999997,-1.6077059999999999,0.23898000000000003,-0.118308,-0.750625,-0.113134,0.13839500000000002,-1.286291,0.746113,0.508191,1.527723,-0.308994,-0.306792,-0.452244,-1.305717,-0.48016099999999995,0.453425,-0.546834,-0.280398,-0.086094,0.143862,-0.5195350000000001,0.068641,-0.23435999999999998,-0.607823,-0.37208,-0.33708499999999997,-0.422267,-0.892777,-0.45154399999999995,-0.40877199999999997,-0.7381939999999999
1997_735238.txt,-0.348934,-0.025792000000000002,1.2807600000000001,0.11136300000000002,-0.37947,1.499499,-0.903708,-0.865252,-0.808296,-0.8024979999999999,-0.21415599999999999,-0.590446,0.06791599999999999,0.768324,-0.517388,0,-0.042769999999999996,-0.252778,0.402471,-0.09468700000000001,0.39914,-0.40193,-0.737367,0.02478,0.16530599999999998,-0.36041599999999996,-1.125742,0.23623400000000003,-0.363016,0.098957,-1.100231,-0.42232700000000006,-0.619042,-0.9060280000000001,-1.017959,-0.557706,-0.598537,-0.8661840000000001,-1.637667,0.61595,-0.20369600000000002,-1.507091,-0.9867870000000001,-1.029706,-1.429535,0.40417800000000004,-0.645134,-0.837659,0.076376,-0.8269479999999999,-0.607644,1.109057,-0.45960200000000007,1.7702,-0.142786,-0.551721,-0.540044,-0.9542510000000001,1.8928369999999999,-0.533176,3.814939,1.50021,1.501363,-0.745201,-0.546834,-0.280398,-0.086094,0.6589520000000001,-0.6230220000000001,-0.073676,-0.23435999999999998,-0.607823,0.453265,-0.33708499999999997,-0.422267,-0.629053,-0.45154399999999995,-0.40877199999999997,-0.265536
1997_731982.txt,1.5697379999999999,-1.464157,-0.625945,-1.166392,-1.8803720000000002,-0.287127,1.9767689999999998,2.26983,1.359064,-0.669966,-0.114504,1.38834,1.335273,-0.616287,2.099526,0,-0.042769999999999996,-2.6097509999999997,-2.170484,0.5070439999999999,-2.1534869999999997,-0.42600200000000005,-0.11168299999999999,0.23955300000000002,0.109492,2.12079,1.3003360000000002,-0.17924,-0.87536,-0.494963,-0.140603,0.9122379999999999,-0.7179909999999999,-0.9060280000000001,-0.6320520000000001,-1.109326,1.048106,0.097205,0.540358,0.21998099999999998,1.289236,0.29749699999999996,-0.061139,-0.437436,-0.11398399999999999,-0.095312,-0.260183,0.11859700000000001,2.875789,-0.238542,-0.316387,-0.48774799999999996,-0.29642199999999996,-0.935084,0.615604,0.34191900000000003,-0.284077,0.780624,0.57952,0.578783,-0.157282,-0.7769550000000001,-0.48016099999999995,-0.745201,-0.546834,-0.280398,-0.086094,-0.688901,1.096575,0.12528,-0.23435999999999998,2.404559,0.139245,0.24830700000000003,-0.422267,-0.460031,-0.45154399999999995,6.571915,0.972929
2000_933324.txt,-0.643726,0.48258999999999996,-0.540682,0.723688,1.029619,-1.03198,-0.664112,-1.180719,-0.456024,0.299417,-0.09498200000000001,-0.240538,-0.9985,0.25974400000000003,-0.7545229999999999,0,-0.042769999999999996,1.9867560000000002,1.339497,-0.580889,1.256845,-0.32532,1.2120799999999998,-0.9264110000000001,-0.140557,-1.6768720000000001,-0.549337,-0.566975,0.41912,0.200595,-0.15146400000000002,3.202328,0.410182,-0.531914,0.253838,1.255811,1.7133669999999999,-0.384587,1.5124440000000001,1.895676,-0.015787,2.9895680000000002,-1.184416,0.382995,0.015643999999999998,-0.35018699999999997,1.378131,0.52003,-0.850823,0.8736379999999999,0.23802600000000002,-0.28220100000000004,-0.91817,1.561131,0.016924,-1.394799,-1.638789,0.189242,-0.700224,-0.00604,0.41003500000000004,0.29887800000000003,-0.48016099999999995,-0.008893999999999999,-0.546834,-0.280398,-0.086094,-0.6148239999999999,-1.040138,-0.073676,-0.23435999999999998,-0.359633,-0.035055,-0.33708499999999997,-0.422267,0.72732,-0.45154399999999995,-0.40877199999999997,-0.799265
2000_812774.txt,1.35274,-1.528753,-2.242004,-1.685016,-1.345322,-0.05499400000000001,1.250371,1.9996459999999998,2.020019,-0.4617,-0.14252,-0.590446,0.501827,-0.455639,0.700753,0,-0.042769999999999996,-1.560518,-1.4806290000000002,0.6698649999999999,-1.381789,0.68128,-0.734717,0.6555340000000001,-0.624052,0.9122969999999999,0.743409,-0.40891,-0.994315,-0.355878,-0.668399,-0.165601,-1.04311,-0.9060280000000001,0.02399,-1.109326,0.349069,-0.424158,0.23490300000000003,0.7206670000000001,-1.038726,0.76298,-0.562078,-1.275727,0.149126,-0.891349,-1.093488,0.056914,-0.7615350000000001,0.093564,1.126459,-1.6641439999999998,-1.3627340000000001,-1.230636,1.165673,1.544016,3.174677,-0.9542510000000001,1.324435,1.513257,-0.602946,-0.859273,0.624689,-0.745201,-0.546834,1.316417,-0.086094,-0.15806800000000001,0.31885,-0.073676,-0.23435999999999998,-0.607823,-0.141983,-0.33708499999999997,-0.422267,-0.362842,-0.45154399999999995,-0.40877199999999997,-0.357079
2002_941898.txt,-0.22364699999999998,-0.222369,0.755022,0.166648,0.326834,0.041186,-0.424667,-0.634741,-0.124519,0.337283,-0.192545,-0.590446,-0.658776,0.724762,0.088136,0,-0.042769999999999996,0.313211,0.617313,-0.160074,0.608206,-0.330801,-0.497008,-0.712939,-0.624052,-0.727083,0.491095,-0.572659,0.65905,1.584396,0.148169,0.09322000000000001,-0.749606,-0.9060280000000001,-0.766942,0.224421,-1.026826,-0.631744,-0.394871,-0.633287,-0.533977,-0.226502,1.1935120000000001,-1.7758369999999999,-0.85906,-1.071934,-0.822472,-0.373308,-0.48192399999999996,-0.602943,0.217198,-0.600671,-0.203869,1.3285209999999998,-0.193958,0.398052,-1.1664860000000001,-0.390017,0.515699,-0.156697,0.572412,-0.261521,-0.48016099999999995,0.344746,-0.546834,-0.280398,-0.086094,0.144527,0.236303,-0.073676,-0.23435999999999998,-0.607823,0.958306,-0.33708499999999997,-0.422267,-0.726627,-0.45154399999999995,-0.16979,-0.12329000000000001
2004_39.txt,-1.317301,0.045221,0.7730090000000001,-0.347086,-0.190332,0.438831,-0.728114,-0.38659899999999997,-0.15037999999999999,0.462243,-0.151499,-0.324775,-1.24615,-0.265726,-0.665543,0,-0.042769999999999996,1.063886,0.5187189999999999,0.42255699999999996,0.66108,-0.347906,1.658106,-0.759796,0.290569,-0.4599,-0.18748199999999998,0.12551199999999998,-0.992967,-1.194143,-0.202846,-0.554431,-0.126718,-0.5521739999999999,-0.29620599999999997,1.447303,0.21323699999999998,1.262065,0.024855000000000002,0.794249,-0.554956,-1.0860530000000002,-1.4402979999999999,0.515407,0.48414399999999996,1.615429,-1.093488,1.0731709999999999,1.291276,1.20658,-1.34699,-0.888143,0.241294,-0.032715,0.46538,-0.014676,0.399462,-0.413468,1.533836,0.016959000000000002,1.764573,-0.573752,-0.48016099999999995,-0.04877,-0.200487,0.825708,-0.086094,-0.578455,-0.934961,-0.073676,-0.23435999999999998,0.565925,4.090743,0.027863,-0.422267,0.44575299999999995,-0.45154399999999995,-0.40877199999999997,0.028504
2000_882352.txt,-0.452876,1.076718,-1.7665509999999998,0.8066979999999999,-0.10265099999999999,0.33523800000000004,0.8252309999999999,0.584902,0.071608,-0.791138,-0.213065,0.744084,2.041134,-2.0315220000000003,0.920637,0,-0.042769999999999996,-1.287823,-0.4274,0.248921,-0.38390799999999997,-0.742368,-0.5972850000000001,1.495132,-0.624052,-0.219633,-0.929593,-0.648714,-0.22374499999999997,-0.13147899999999998,0.438698,-0.42886199999999997,-0.164658,0.307621,-0.192802,-1.109326,-1.1553360000000001,-0.8734540000000001,-0.9902139999999999,0.041738,-1.038726,-0.40960699999999994,-0.27969099999999997,-1.039448,-0.023061,-0.768966,-0.648039,-1.261113,-1.19032,-0.715542,-0.6124350000000001,-0.299356,-0.770365,-0.349825,-0.462398,1.956274,3.776911,0.9005290000000001,-1.331192,-0.376192,-0.034075,0.160012,0.176067,0.449111,1.235019,-0.280398,-0.086094,0.336534,0.740425,-0.073676,-0.23435999999999998,1.002467,0.44791800000000004,-0.33708499999999997,-0.422267,0.273341,0.878043,-0.015975,0.735917
