#AUTHID,Valence,Arousal,Dominance
2000_576170.txt,0.6626636363636365,0.45660909090909074,0.5540272727272725
2000_576862.txt,0.6467606837606839,0.3977008547008547,0.5015299145299147
1998_733941.txt,0.6301764705882352,0.3950588235294117,0.5178235294117649
2000_904579.txt,0.6365161290322581,0.4178440860215054,0.5162795698924735
2002_097387.txt,0.6323163265306124,0.42098979591836755,0.5031989795918369
1999_892501.txt,0.6116242424242425,0.43616969696969726,0.5030484848484846
1999_855682.txt,0.6640275229357798,0.45233944954128447,0.546651376146789
2004_113.txt,0.6100645161290322,0.4170064516129034,0.514548387096774
2002_517265.txt,0.6313375796178345,0.4459681528662419,0.5328917197452228
2000_626823.txt,0.6767473684210528,0.4169157894736843,0.5398
1998_830292.txt,0.646940298507463,0.4152462686567164,0.5163358208955223
1997_475230.txt,0.6166404494382023,0.48429213483146066,0.5011685393258428
1999_670670.txt,0.6720843373493977,0.4285662650602409,0.5720602409638554
1997_416158.txt,0.5835899999999998,0.4425500000000001,0.50804
2003_412.txt,0.6412073732718894,0.41619354838709693,0.4928525345622118
1997_801472.txt,0.6474112149532713,0.4558878504672897,0.5587570093457944
2002_750065.txt,0.6548829787234041,0.4419308510638296,0.5364627659574468
2004_490.txt,0.6778928571428572,0.45347448979591853,0.5608571428571429
2004_133.txt,0.663125925925926,0.45118148148148146,0.5528962962962962
2003_114.txt,0.6232475247524752,0.4166237623762376,0.4889999999999999
1997_696801.txt,0.6409166666666671,0.44172023809523786,0.5152142857142857
2004_18.txt,0.6261532846715328,0.41224817518248175,0.515897810218978
1998_578648.txt,0.6325388349514566,0.4023398058252428,0.5063883495145634
1999_916443.txt,0.6088416422287392,0.41920527859237533,0.509844574780059
2002_039437.txt,0.665567567567568,0.4470450450450451,0.5266036036036035
2000_854954.txt,0.6201122448979591,0.4511836734693878,0.4936632653061224
2000_959324.txt,0.6577023255813954,0.4404465116279069,0.5537581395348837
2003_148.txt,0.5706960486322191,0.4764316109422493,0.4980699088145897
2000_670567.txt,0.6311317365269463,0.3781017964071856,0.5043113772455088
2002_715655.txt,0.63152,0.43606666666666666,0.5303733333333334
2000_658182.txt,0.6612343750000002,0.45148437499999994,0.5419921875000001
1998_510203.txt,0.6525697674418606,0.3979999999999999,0.5229127906976745
1998_613453.txt,0.6049750000000002,0.432175,0.5023250000000001
1999_977072.txt,0.5807900000000001,0.46723999999999977,0.4983300000000001
1998_129982.txt,0.6723703703703701,0.44779012345679003,0.5471728395061729
2000_935326.txt,0.6408540145985404,0.42881021897810206,0.5252992700729926
1997_857069.txt,0.6213670411985024,0.4243258426966294,0.5094531835205993
2000_182860.txt,0.615621710526316,0.46546052631578955,0.5190361842105267
1998_535986.txt,0.6637595818815335,0.4372369337979095,0.5511672473867598
2002_675023.txt,0.6392777777777775,0.43123456790123454,0.5055308641975309
2000_593590.txt,0.6523048780487807,0.4097682926829269,0.534219512195122
1997_536654.txt,0.6100990990990991,0.4121441441441443,0.49400450450450445
2000_657578.txt,0.6266333333333334,0.4258444444444443,0.508638888888889
2004_390.txt,0.6366666666666666,0.41926388888888905,0.5157986111111112
2002_730515.txt,0.6378607594936712,0.43424683544303794,0.5230379746835445
2000_909238.txt,0.6128736842105262,0.4464210526315789,0.5192315789473686
2002_715289.txt,0.6757066246056783,0.4540504731861198,0.5404069400630913
2000_914251.txt,0.6637727272727272,0.43629545454545443,0.5228863636363638
2003_338.txt,0.6111028037383177,0.46148598130841106,0.5174018691588784
2000_678534.txt,0.6438695652173912,0.42678260869565215,0.5282101449275364
1997_697491.txt,0.5937628865979383,0.45148453608247396,0.4987113402061856
2002_105793.txt,0.6442971428571426,0.47067999999999993,0.5237485714285712
2004_55.txt,0.642719298245614,0.46997807017543874,0.5243815789473684
2000_727952.txt,0.6316770833333335,0.44231249999999983,0.5068125
1999_657716.txt,0.6075740740740739,0.42725925925925906,0.5200833333333335
1999_917031.txt,0.6538818181818183,0.43759090909090914,0.5399181818181816
1999_614052.txt,0.6065665236051495,0.4250729613733904,0.5145708154506436
1997_911224.txt,0.6179388646288214,0.4454235807860261,0.5392358078602617
1999_550680.txt,0.6083535353535354,0.47311111111111104,0.4911414141414141
1999_554750.txt,0.6581375661375659,0.43042857142857144,0.5728042328042329
1998_976037.txt,0.6427460317460316,0.4526587301587302,0.5493571428571424
1998_899637.txt,0.6360073529411763,0.4621397058823528,0.5435294117647058
2000_625276.txt,0.6360087719298247,0.4187017543859651,0.5182017543859649
2002_695597.txt,0.6317971014492755,0.4327826086956522,0.5765072463768116
1999_694265.txt,0.6691619047619046,0.4172666666666666,0.5468571428571427
2002_672697.txt,0.6517923497267758,0.4346174863387977,0.544535519125683
2004_16.txt,0.62121568627451,0.4115424836601308,0.5187058823529411
2002_230441.txt,0.6292696245733789,0.45300341296928326,0.5403276450511948
2004_198.txt,0.6424899328859064,0.45780536912751685,0.5478926174496642
2003_126.txt,0.6104861878453038,0.45939779005524883,0.5236519337016573
1998_768748.txt,0.6100958904109589,0.44527397260273976,0.5194520547945206
1998_559695.txt,0.6629279999999999,0.4584400000000001,0.5320799999999999
2003_452.txt,0.570787401574803,0.46801574803149604,0.4981653543307089
1997_918357.txt,0.6066806451612903,0.4331903225806453,0.5149967741935482
1997_910659.txt,0.6382320441988953,0.4269723756906077,0.5349337016574586
2003_540.txt,0.6194785714285715,0.4160571428571427,0.5010357142857144
2003_137.txt,0.5957637362637362,0.409791208791209,0.49938461538461526
2000_949785.txt,0.6040442477876102,0.43734513274336273,0.5043185840707964
2000_935195.txt,0.5976017699115044,0.4220884955752213,0.5550132743362834
2002_054002.txt,0.6134450261780108,0.4179214659685864,0.5108167539267016
1999_518310.txt,0.6486041666666668,0.4709166666666665,0.5257708333333332
1999_674897.txt,0.6906225165562916,0.4416225165562912,0.5812185430463576
2000_558628.txt,0.6735217391304349,0.44489565217391314,0.5409565217391302
1997_262585.txt,0.6172557077625573,0.44228310502283136,0.5085342465753426
1998_831618.txt,0.649882352941177,0.43961029411764696,0.5528235294117647
2000_890512.txt,0.6080838323353294,0.4066107784431138,0.49858083832335365
2000_912827.txt,0.6149399999999998,0.41888,0.5104399999999999
1998_831684.txt,0.6582378048780488,0.4548658536585364,0.5502195121951221
2003_335.txt,0.6558062500000003,0.46154375,0.5268937499999999
1999_873155.txt,0.635853982300885,0.4432168141592921,0.5330973451327435
1997_897420.txt,0.5952236024844724,0.4668447204968945,0.5040745341614907
2000_958343.txt,0.6179563106796115,0.4257475728155339,0.5132669902912621
2002_537905.txt,0.645904942965779,0.4280380228136884,0.526916349809886
2003_58.txt,0.6355156950672648,0.45728251121076224,0.543201793721973
2000_752353.txt,0.6105294117647059,0.42910588235294106,0.5216411764705879
1998_793662.txt,0.6139669421487602,0.43841322314049586,0.5231735537190081
1997_979571.txt,0.6650821917808222,0.4212054794520547,0.520239726027397
1997_736918.txt,0.6512027027027029,0.4176418918918921,0.5356756756756758
2003_344.txt,0.597024844720497,0.4077453416149068,0.49896894409937875
2002_516812.txt,0.611609865470852,0.43466367713004467,0.4844663677130044
1999_120173.txt,0.6671103896103896,0.46343506493506487,0.552077922077922
1999_821141.txt,0.6061441441441442,0.41386486486486485,0.5188018018018017
1998_475235.txt,0.6338712871287129,0.4605049504950496,0.5041435643564356
1997_722902.txt,0.6400581395348837,0.46508139534883713,0.5259651162790696
1997_887984.txt,0.588180790960452,0.43609604519774,0.4985762711864406
2004_467.txt,0.6244255319148939,0.40151773049645395,0.4737517730496452
2000_735261.txt,0.6060701754385966,0.4451169590643275,0.5185321637426901
2000_695312.txt,0.6182784090909091,0.45601704545454547,0.4910681818181816
2003_308.txt,0.6699555555555557,0.4473777777777777,0.5725888888888889
2000_788927.txt,0.6341635338345868,0.43314849624060153,0.528657894736842
1997_890898.txt,0.6155328947368424,0.46132894736842084,0.522907894736842
2004_1.txt,0.6618943661971829,0.42828873239436616,0.5233239436619717
2002_657022.txt,0.6743088803088806,0.4520154440154439,0.5498223938223935
2004_452.txt,0.6262185792349725,0.4437267759562841,0.5199945355191254
1999_765745.txt,0.6327028301886793,0.44891981132075476,0.5449056603773584
2000_676072.txt,0.667577777777778,0.4303722222222222,0.5476444444444444
2002_906448.txt,0.635690821256039,0.4547632850241547,0.5006425120772948
2000_573032.txt,0.6541650000000003,0.4404000000000001,0.5669349999999996
1997_074063.txt,0.6371727272727273,0.38257272727272723,0.4857999999999999
1998_847657.txt,0.6545909090909093,0.42675378787878765,0.5412727272727278
2002_809993.txt,0.5897725118483416,0.4307109004739336,0.5009194312796209
1997_490275.txt,0.6288526315789474,0.43888947368421055,0.5244894736842104
1999_777564.txt,0.6276165803108812,0.41771502590673576,0.5326373056994819
2000_893872.txt,0.5960645161290322,0.5344193548387097,0.5612258064516131
2002_092819.txt,0.7150769230769232,0.46401538461538466,0.5459230769230772
2002_794270.txt,0.6270574162679426,0.43924401913875566,0.5299282296650718
1997_727234.txt,0.6432561983471075,0.4486225895316803,0.5566721763085402
1997_570131.txt,0.6340127388535031,0.4436878980891721,0.5216878980891722
2000_624145.txt,0.6568322147651008,0.4645906040268454,0.560369127516778
1999_748492.txt,0.618867021276596,0.43762234042553205,0.5551489361702125
2004_104.txt,0.6156581196581198,0.43883760683760686,0.49984615384615394
2004_127.txt,0.6172417582417579,0.47467582417582405,0.5543516483516483
1999_931987.txt,0.6290549450549446,0.47745421245421255,0.5411025641025637
2000_815592.txt,0.6640070921985815,0.41778723404255314,0.5364609929078012
2000_116293.txt,0.6493191489361704,0.4467517730496453,0.556191489361702
2000_732735.txt,0.5830952380952379,0.44468650793650816,0.4581706349206349
2000_932050.txt,0.5829005847953214,0.419812865497076,0.4817134502923974
2000_164084.txt,0.6267319587628866,0.4515773195876289,0.5362061855670103
2000_954100.txt,0.5921846153846155,0.4302692307692308,0.5312153846153844
1999_799457.txt,0.6263423913043478,0.40365760869565215,0.49458152173913067
1997_714973.txt,0.6260797101449276,0.41782608695652157,0.5226884057971013
1998_714052.txt,0.6192435233160622,0.4454300518134716,0.5321450777202071
2004_345.txt,0.6438098591549293,0.3934577464788731,0.5132323943661974
2002_716585.txt,0.613948905109489,0.44864963503649624,0.5596423357664232
2000_814284.txt,0.6300367647058823,0.4147941176470588,0.5124705882352939
1999_997807.txt,0.6040000000000001,0.4133392857142857,0.502339285714286
2004_134.txt,0.6692830188679242,0.4230566037735851,0.5417798742138367
2003_150.txt,0.6280067567567569,0.4185067567567566,0.5000675675675675
