#AUTHID,pleasantness_value,attention_value,sensitivity_value,aptitude_value,polarity_value
2000_576170.txt,0.25630143540669853,0.05242583732057417,0.06730143540669856,0.2450334928229666,0.30766985645933015
2000_576862.txt,0.19977403846153846,0.06502403846153847,0.028346153846153837,0.18967307692307683,0.2634711538461539
1998_733941.txt,0.28400952380952377,-0.057666666666666644,-0.007066666666666666,0.27358095238095237,0.3358476190476191
2000_904579.txt,0.25952442996742675,0.01876872964169378,0.03921172638436483,0.20750488599348535,0.32498371335504894
2002_097387.txt,0.25446587537091986,0.04917507418397626,0.02734124629080119,0.2802848664688429,0.3361068249258159
1999_892501.txt,0.18307142857142866,0.012150000000000003,0.046978571428571425,0.2236392857142857,0.24667500000000006
1999_855682.txt,0.2552814371257485,0.005335329341317352,0.03488622754491018,0.24673053892215574,0.34156287425149695
2004_113.txt,0.1653736263736264,-0.009923076923076918,0.05580586080586081,0.17948351648351646,0.22350183150183156
2002_517265.txt,0.29822796352583586,0.10321580547112466,-0.0002735562310030438,0.25652583586626143,0.32664437689969616
2000_626823.txt,0.2744254143646408,0.054254143646408834,0.066353591160221,0.25677900552486194,0.37047513812154703
1998_830292.txt,0.25576056338028164,0.03233802816901412,0.02508920187793427,0.2909530516431926,0.31859624413145526
1997_475230.txt,0.3110697674418605,0.02195348837209303,0.04355813953488372,0.27950387596899223,0.42070542635658925
1999_670670.txt,0.20538461538461536,-0.05173846153846154,0.0303,0.2861923076923078,0.29133846153846166
1997_416158.txt,0.20522580645161298,0.07951612903225808,0.05603870967741934,0.23969032258064513,0.2792193548387097
2003_412.txt,0.2286810126582278,-0.01736962025316455,0.016756962025316468,0.2525974683544305,0.30679746835443045
1997_801472.txt,0.22926027397260273,0.14864840182648406,-0.005990867579908673,0.23034703196347037,0.301082191780822
2002_750065.txt,0.23047187500000002,0.06992499999999999,0.017612499999999996,0.22370625,0.270990625
2004_490.txt,0.2660380434782608,0.07519565217391304,0.04524728260869565,0.2739918478260869,0.32525815217391313
2004_133.txt,0.2535334773218142,0.09432613390928726,0.024341252699784006,0.27013822894168477,0.3169827213822894
2003_114.txt,0.2119898477157361,0.01192893401015228,0.07579187817258885,0.24033502538071064,0.3263197969543147
1997_696801.txt,0.17544160583941604,0.02599635036496349,0.021682481751824818,0.2390036496350366,0.2729781021897809
2004_18.txt,0.23877108433734934,0.04046586345381529,0.06376305220883534,0.2169477911646586,0.30612449799196806
1998_578648.txt,0.1929505208333333,0.07069010416666667,0.0356328125,0.20769531250000003,0.27261979166666667
1999_916443.txt,0.2631212653778558,0.0038347978910369005,0.03719332161687171,0.24275219683655536,0.3536414762741651
2002_039437.txt,0.3080099502487561,0.07278606965174128,0.048810945273631834,0.25581094527363196,0.38073134328358205
2000_854954.txt,0.21182291666666667,0.03334895833333334,0.06398437499999997,0.10973958333333332,0.2354166666666667
2000_959324.txt,0.3356551724137931,0.0775,0.024544827586206897,0.34784137931034487,0.43293448275862073
2003_148.txt,0.21899307159353343,0.09995612009237877,0.00644341801385681,0.15464203233256343,0.24491454965357978
2000_670567.txt,0.2793687943262411,0.1102446808510638,0.029014184397163117,0.2503404255319149,0.35652482269503555
2002_715655.txt,0.15390259740259735,0.08751948051948054,0.03943506493506494,0.16067532467532467,0.23117532467532473
2000_658182.txt,0.24252995391705073,0.06806451612903229,0.0001889400921658952,0.2021981566820276,0.26568663594470043
1998_510203.txt,0.27795438596491223,0.08971929824561413,0.04637192982456141,0.2604140350877193,0.3726035087719297
1998_613453.txt,0.15805319148936173,0.09515957446808507,0.07597872340425532,0.13026595744680852,0.1917446808510638
1999_977072.txt,0.206875,0.15608552631578945,0.05797368421052631,0.12745394736842106,0.25528947368421057
1998_129982.txt,0.1802312925170068,0.06541496598639458,0.04040136054421769,0.15640136054421772,0.24080272108843545
2000_935326.txt,0.22098723404255316,0.0023531914893617123,0.05618723404255319,0.24088510638297875,0.29248510638297875
1997_857069.txt,0.27561169102296457,0.02873068893528181,0.01720668058455114,0.27319624217119,0.36025678496868463
2000_182860.txt,0.14594579945799463,0.14457181571815714,0.043739837398374,0.163189701897019,0.20259349593495937
1998_535986.txt,0.2569386281588447,0.06395487364620935,0.0082942238267148,0.29486101083032484,0.37150541516245505
2002_675023.txt,0.32626171875,0.09412499999999999,0.018253906250000004,0.25032421874999994,0.4111289062499999
2000_593590.txt,0.2523515358361775,0.009733788395904441,0.021501706484641635,0.2898054607508532,0.33683617747440275
1997_536654.txt,0.22764508393285368,0.057824940047961654,0.06655155875299762,0.21001918465227812,0.281378896882494
2000_657578.txt,0.25321264367816093,0.04582183908045976,0.06412068965517241,0.20337356321839084,0.3123074712643678
2004_390.txt,0.25597853309481217,0.03124508050089445,0.043225402504472266,0.2797960644007156,0.33749373881932015
2002_730515.txt,0.2580652920962199,0.059505154639175294,0.007515463917525774,0.29398625429553277,0.33779381443298967
2000_909238.txt,0.170472049689441,0.008652173913043475,0.10039751552795027,0.24085714285714285,0.25542857142857134
2002_715289.txt,0.3030962566844919,0.08488770053475937,-0.02890909090909093,0.30028163992869866,0.3606916221033866
2000_914251.txt,0.23547265625,0.03391015625000003,0.0465546875,0.23805859374999996,0.2958437499999999
2003_338.txt,0.1994064171122995,0.017401069518716568,0.13489839572192514,0.12733689839572196,0.20636363636363633
2000_678534.txt,0.18963485477178427,-0.0021120331950207427,0.04669709543568464,0.23931535269709542,0.32010788381742733
1997_697491.txt,0.2280889830508475,0.10674152542372882,0.06474999999999999,0.14389406779661015,0.23163135593220346
2002_105793.txt,0.27450362318840577,0.006003623188405841,0.05594565217391305,0.2651268115942029,0.3376811594202898
2004_55.txt,0.2572661691542289,0.04753731343283582,0.0575721393034826,0.23679353233830852,0.3252835820895522
2000_727952.txt,0.20969832402234637,0.022016759776536318,-0.017296089385474857,0.2246424581005587,0.24903351955307262
1999_657716.txt,0.22574585635359115,0.036569060773480655,0.017936464088397792,0.22898342541436476,0.28056629834254143
1999_917031.txt,0.28825751072961386,-0.02772103004291848,0.05312017167381974,0.27522317596566526,0.34693991416309006
1999_614052.txt,0.21882558139534877,0.018020930232558168,0.04498604651162791,0.17014418604651158,0.27585348837209306
1997_911224.txt,0.2657417943107221,0.08735448577680521,0.023897155361050332,0.236562363238512,0.3081772428884026
1999_550680.txt,0.14987421383647795,-0.012157232704402504,0.08701257861635218,0.12900000000000003,0.20135849056603772
1999_554750.txt,0.3112483221476509,0.03546644295302017,0.012157718120805367,0.32855369127516776,0.3881073825503354
1998_976037.txt,0.220413612565445,-0.11911518324607327,-0.02155497382198953,0.2781256544502617,0.3078900523560208
1998_899637.txt,0.17767647058823535,0.04193697478991599,0.0745966386554622,0.19527310924369742,0.2532731092436975
2000_625276.txt,0.2998244680851064,0.08323936170212766,0.0004148936170212693,0.2544095744680851,0.3773776595744681
2002_695597.txt,0.3277867647058824,0.14614705882352944,0.029860294117647058,0.2692941176470588,0.376845588235294
1999_694265.txt,0.26197156398104265,0.08335071090047393,0.03717061611374408,0.3067061611374407,0.35252132701421784
2002_672697.txt,0.26308011869436204,0.047910979228486625,0.025014836795252213,0.24788427299703275,0.35211572700296745
